Date,Username,Role,Txn_amount,Approver
07/05/2021,hsyd53,staff1,1510,None
07/05/2021,okbq74,staff2,1150,None
07/05/2021,qhti95,staff1,670,None
07/05/2021,wslg61,staff1,3040,zfvu73
07/05/2021,bjyo51,staff1,1950,None
07/05/2021,bjyo51,staff1,3270,zfvu73
07/05/2021,vfsx38,staff1,2460,zfvu73
07/05/2021,zfvu73,supervisor,4960,gzfk26
07/05/2021,hsyd53,staff1,1990,None
07/05/2021,qtez25,staff2,990,None
07/05/2021,rofb82,staff2,710,None
07/05/2021,okbq74,staff2,510,None
07/05/2021,qhti95,staff1,260,None
07/05/2021,cpzx65,staff2,1610,None
07/05/2021,cpzx65,staff2,560,None
07/05/2021,bjyo51,staff1,2860,dkhi21
08/05/2021,mxxg13,staff2,490,None
08/05/2021,dkhi21,supervisor,5650,sezj17
08/05/2021,rofb82,staff2,840,None
08/05/2021,pedi80,staff1,1660,None
08/05/2021,bjyo51,staff1,1900,None
08/05/2021,wslg61,staff1,1650,None
08/05/2021,okbq74,staff2,1230,None
08/05/2021,zfvu73,supervisor,4560,cicu11
08/05/2021,qhti95,staff1,1860,None
08/05/2021,hsyd53,staff1,260,None
08/05/2021,vfsx38,staff1,170,None
08/05/2021,qxdm42,staff2,410,None
08/05/2021,okbq74,staff2,1200,None
08/05/2021,rofb82,staff2,440,None
08/05/2021,qhti95,staff1,1960,None
08/05/2021,wslg61,staff1,60,None
08/05/2021,vfsx38,staff1,880,None
08/05/2021,vfsx38,staff1,930,None
08/05/2021,dkhi21,supervisor,5120,yvyl18
08/05/2021,zfvu73,supervisor,5800,dvgc74
08/05/2021,zfvu73,supervisor,5850,dvgc74
08/05/2021,zfvu73,supervisor,5700,rixd63
08/05/2021,czmw12,staff2,160,None
09/05/2021,wslg61,staff1,30,None
09/05/2021,qxdm42,staff2,1310,None
09/05/2021,okbq74,staff2,2770,dkhi21
09/05/2021,qxdm42,staff2,410,None
09/05/2021,mxxg13,staff2,780,None
09/05/2021,pedi80,staff1,750,None
09/05/2021,rofb82,staff2,1380,None
09/05/2021,cpzx65,staff2,1220,None
09/05/2021,hsyd53,staff1,1120,None
09/05/2021,hsyd53,staff1,190,None
09/05/2021,hsyd53,staff1,630,None
09/05/2021,cpzx65,staff2,790,None
09/05/2021,rofb82,staff2,2460,dkhi21
09/05/2021,qhti95,staff1,910,None
09/05/2021,dkhi21,supervisor,5500,rixd63
09/05/2021,okbq74,staff2,1320,None
09/05/2021,cpzx65,staff2,1120,None
09/05/2021,cpzx65,staff2,2640,zfvu73
09/05/2021,ijfu90,staff1,3610,zfvu73
09/05/2021,qxdm42,staff2,1160,None
09/05/2021,cpzx65,staff2,160,None
09/05/2021,xmdf21,staff2,610,None
10/05/2021,pedi80,staff1,520,None
10/05/2021,xmdf21,staff2,1790,None
10/05/2021,rofb82,staff2,930,None
10/05/2021,wslg61,staff1,670,None
10/05/2021,vfsx38,staff1,230,None
10/05/2021,ijfu90,staff1,1990,None
10/05/2021,okbq74,staff2,3920,dkhi21
10/05/2021,czmw12,staff2,80,None
10/05/2021,cpzx65,staff2,1570,None
10/05/2021,cpzx65,staff2,570,None
10/05/2021,rofb82,staff2,1800,None
10/05/2021,wslg61,staff1,1260,None
10/05/2021,cpzx65,staff2,810,None
10/05/2021,czmw12,staff2,3610,dkhi21
10/05/2021,ijfu90,staff1,3820,zfvu73
10/05/2021,hsyd53,staff1,1540,None
11/05/2021,oils61,supervisor,6475,vhcj84
11/05/2021,czmw12,staff2,190,None
11/05/2021,qtez25,staff2,610,None
11/05/2021,dkhi21,supervisor,5240,rixd63
11/05/2021,hsyd53,staff1,690,None
11/05/2021,wslg61,staff1,140,None
11/05/2021,qxdm42,staff2,70,None
11/05/2021,okbq74,staff2,130,None
11/05/2021,okbq74,staff2,1790,None
11/05/2021,hsyd53,staff1,1000,None
11/05/2021,pedi80,staff1,890,None
11/05/2021,pedi80,staff1,1460,None
11/05/2021,rofb82,staff2,1120,None
11/05/2021,wslg61,staff1,600,None
11/05/2021,bjyo51,staff1,1400,None
11/05/2021,hsyd53,staff1,120,None
12/05/2021,pedi80,staff1,2370,zfvu73
12/05/2021,cpzx65,staff2,3090,zfvu73
12/05/2021,rofb82,staff2,270,None
12/05/2021,cpzx65,staff2,340,None
12/05/2021,rofb82,staff2,1870,None
12/05/2021,qhti95,staff1,130,None
12/05/2021,xmdf21,staff2,1400,None
12/05/2021,qhti95,staff1,320,None
12/05/2021,rofb82,staff2,1830,None
12/05/2021,okbq74,staff2,840,None
12/05/2021,qxdm42,staff2,830,None
12/05/2021,rofb82,staff2,520,None
12/05/2021,hsyd53,staff1,20,None
12/05/2021,mxxg13,staff2,340,None
12/05/2021,okbq74,staff2,1600,None
12/05/2021,vfsx38,staff1,2570,dkhi21
12/05/2021,czmw12,staff2,1560,None
12/05/2021,qhti95,staff1,980,None
12/05/2021,xmdf21,staff2,1330,None
12/05/2021,qhti95,staff1,1410,None
12/05/2021,czmw12,staff2,1600,None
12/05/2021,ijfu90,staff1,580,None
12/05/2021,zfvu73,supervisor,5580,gzfk26
13/05/2021,nxlq70,supervisor,5830,eyor39
13/05/2021,xmdf21,staff2,70,None
13/05/2021,pedi80,staff1,1100,None
13/05/2021,zfvu73,supervisor,5440,dvgc74
13/05/2021,mxxg13,staff2,2100,zfvu73
13/05/2021,hsyd53,staff1,1870,None
13/05/2021,njso24,supervisor,6155,xcut84
13/05/2021,hsyd53,staff1,2480,zfvu73
13/05/2021,vfsx38,staff1,2370,zfvu73
13/05/2021,okbq74,staff2,20,None
13/05/2021,ijfu90,staff1,2960,zfvu73
13/05/2021,qtez25,staff2,1140,None
13/05/2021,qxdm42,staff2,1000,None
13/05/2021,okbq74,staff2,410,None
13/05/2021,qhti95,staff1,3890,zfvu73
13/05/2021,zfvu73,supervisor,6040,cicu11
13/05/2021,hsyd53,staff1,860,None
13/05/2021,wslg61,staff1,520,None
13/05/2021,czmw12,staff2,40,None
13/05/2021,mxxg13,staff2,230,None
14/05/2021,qxdm42,staff2,1050,None
14/05/2021,czmw12,staff2,1040,None
14/05/2021,zfvu73,supervisor,5070,dvgc74
14/05/2021,mxxg13,staff2,1490,None
14/05/2021,bjyo51,staff1,610,None
14/05/2021,ijfu90,staff1,2780,dkhi21
14/05/2021,vfsx38,staff1,2520,dkhi21
14/05/2021,vfsx38,staff1,2250,zfvu73
14/05/2021,vfsx38,staff1,2370,zfvu73
14/05/2021,hsyd53,staff1,3360,zfvu73
14/05/2021,pedi80,staff1,1220,None
14/05/2021,xmdf21,staff2,1240,None
14/05/2021,mxxg13,staff2,20,None
14/05/2021,qtez25,staff2,1640,None
14/05/2021,hsyd53,staff1,680,None
14/05/2021,xmdf21,staff2,1180,None
14/05/2021,vfsx38,staff1,670,None
14/05/2021,bjyo51,staff1,1360,None
14/05/2021,qhti95,staff1,120,None
14/05/2021,czmw12,staff2,1790,None
14/05/2021,zfvu73,supervisor,5110,sezj17
14/05/2021,dkhi21,supervisor,4950,gzfk26
14/05/2021,qhti95,staff1,1440,None
15/05/2021,pedi80,staff1,990,None
15/05/2021,bjyo51,staff1,1040,None
15/05/2021,mxxg13,staff2,2890,zfvu73
15/05/2021,mxxg13,staff2,2060,zfvu73
15/05/2021,xmdf21,staff2,1170,None
15/05/2021,ijfu90,staff1,180,None
15/05/2021,qtez25,staff2,940,None
15/05/2021,qtez25,staff2,2910,zfvu73
15/05/2021,qhti95,staff1,2620,dkhi21
15/05/2021,pedi80,staff1,2480,dkhi21
15/05/2021,wslg61,staff1,1880,None
15/05/2021,zfvu73,supervisor,5360,hxmk48
15/05/2021,qhti95,staff1,910,None
15/05/2021,ijfu90,staff1,470,None
15/05/2021,hsyd53,staff1,1650,None
15/05/2021,okbq74,staff2,1230,None
15/05/2021,qhti95,staff1,540,None
16/05/2021,vfsx38,staff1,900,None
16/05/2021,czmw12,staff2,2250,dkhi21
16/05/2021,ijfu90,staff1,1210,None
16/05/2021,mxxg13,staff2,650,None
16/05/2021,okbq74,staff2,1960,None
16/05/2021,vfsx38,staff1,2470,zfvu73
16/05/2021,zfvu73,supervisor,4180,gzfk26
16/05/2021,cpzx65,staff2,960,None
16/05/2021,xmdf21,staff2,1220,None
16/05/2021,njso24,supervisor,5195,qebl39
16/05/2021,wslg61,staff1,370,None
16/05/2021,rofb82,staff2,330,None
16/05/2021,ijfu90,staff1,970,None
16/05/2021,qhti95,staff1,1650,None
16/05/2021,qxdm42,staff2,600,None
16/05/2021,rofb82,staff2,410,None
16/05/2021,xmdf21,staff2,3900,zfvu73
16/05/2021,okbq74,staff2,1100,None
16/05/2021,qhti95,staff1,440,None
16/05/2021,qtez25,staff2,2640,zfvu73
17/05/2021,qhti95,staff1,200,None
17/05/2021,qhti95,staff1,2490,zfvu73
17/05/2021,qhti95,staff1,380,None
17/05/2021,xmdf21,staff2,3420,dkhi21
17/05/2021,mxxg13,staff2,1090,None
17/05/2021,cpzx65,staff2,440,None
17/05/2021,mxxg13,staff2,790,None
17/05/2021,okbq74,staff2,1610,None
17/05/2021,ijfu90,staff1,1170,None
17/05/2021,czmw12,staff2,2410,dkhi21
17/05/2021,qhti95,staff1,1330,None
17/05/2021,pedi80,staff1,1090,None
17/05/2021,xmdf21,staff2,550,None
17/05/2021,vfsx38,staff1,1470,None
17/05/2021,dkhi21,supervisor,4150,rixd63
17/05/2021,zfvu73,supervisor,4700,dvgc74
17/05/2021,mxxg13,staff2,370,None
17/05/2021,xmdf21,staff2,300,None
17/05/2021,dkhi21,supervisor,5950,yvyl18
17/05/2021,qhti95,staff1,1580,None
17/05/2021,rofb82,staff2,400,None
17/05/2021,rofb82,staff2,1420,None
17/05/2021,cpzx65,staff2,350,None
17/05/2021,rofb82,staff2,80,None
17/05/2021,xmdf21,staff2,1360,None
18/05/2021,dkhi21,supervisor,5950,uiqh99
18/05/2021,hsyd53,staff1,750,None
18/05/2021,vfsx38,staff1,1440,None
18/05/2021,hsyd53,staff1,1450,None
18/05/2021,wslg61,staff1,1550,None
18/05/2021,czmw12,staff2,1300,None
18/05/2021,czmw12,staff2,120,None
18/05/2021,rofb82,staff2,1870,None
18/05/2021,mxxg13,staff2,1300,None
18/05/2021,mxxg13,staff2,560,None
18/05/2021,cpzx65,staff2,130,None
18/05/2021,vfsx38,staff1,1970,None
18/05/2021,qxdm42,staff2,3230,dkhi21
18/05/2021,hsyd53,staff1,2510,zfvu73
18/05/2021,wslg61,staff1,310,None
18/05/2021,qxdm42,staff2,220,None
18/05/2021,vfsx38,staff1,1820,None
18/05/2021,okbq74,staff2,1260,None
18/05/2021,okbq74,staff2,1270,None
18/05/2021,cpzx65,staff2,710,None
18/05/2021,cpzx65,staff2,950,None
18/05/2021,qxdm42,staff2,470,None
18/05/2021,rofb82,staff2,1900,None
18/05/2021,qhti95,staff1,3250,zfvu73
19/05/2021,zfvu73,supervisor,5170,dvgc74
19/05/2021,qtez25,staff2,880,None
19/05/2021,vfsx38,staff1,350,None
19/05/2021,czmw12,staff2,540,None
19/05/2021,qxdm42,staff2,490,None
19/05/2021,okbq74,staff2,910,None
19/05/2021,qhti95,staff1,1810,None
19/05/2021,qxdm42,staff2,2680,zfvu73
19/05/2021,qxdm42,staff2,1630,None
19/05/2021,qhti95,staff1,1410,None
19/05/2021,ijfu90,staff1,140,None
19/05/2021,pedi80,staff1,1100,None
19/05/2021,qhti95,staff1,1850,None
19/05/2021,qxdm42,staff2,1660,None
19/05/2021,okbq74,staff2,3630,zfvu73
19/05/2021,cpzx65,staff2,1610,None
19/05/2021,dkhi21,supervisor,5820,uiqh99
19/05/2021,qhti95,staff1,130,None
19/05/2021,cpzx65,staff2,1240,None
19/05/2021,xmdf21,staff2,1850,None
19/05/2021,vfsx38,staff1,1620,None
20/05/2021,xmdf21,staff2,1910,None
20/05/2021,rofb82,staff2,1000,None
20/05/2021,pedi80,staff1,190,None
20/05/2021,qtez25,staff2,870,None
20/05/2021,cpzx65,staff2,1190,None
20/05/2021,mxxg13,staff2,2140,zfvu73
20/05/2021,mxxg13,staff2,500,None
20/05/2021,qhti95,staff1,1170,None
20/05/2021,ijfu90,staff1,1040,None
20/05/2021,czmw12,staff2,1940,None
20/05/2021,zfvu73,supervisor,4760,gzfk26
20/05/2021,vfsx38,staff1,2220,zfvu73
20/05/2021,dkhi21,supervisor,4010,uiqh99
20/05/2021,czmw12,staff2,1000,None
20/05/2021,xmdf21,staff2,3710,zfvu73
20/05/2021,hsyd53,staff1,1090,None
20/05/2021,bjyo51,staff1,1390,None
20/05/2021,zfvu73,supervisor,6030,yvyl18
20/05/2021,pedi80,staff1,470,None
20/05/2021,okbq74,staff2,240,None
20/05/2021,hsyd53,staff1,1450,None
20/05/2021,qxdm42,staff2,3230,zfvu73
21/05/2021,wslg61,staff1,2630,dkhi21
21/05/2021,qhti95,staff1,890,None
21/05/2021,ijfu90,staff1,1740,None
21/05/2021,ijfu90,staff1,950,None
21/05/2021,pedi80,staff1,120,None
21/05/2021,hsyd53,staff1,1530,None
21/05/2021,pedi80,staff1,1550,None
21/05/2021,zfvu73,supervisor,5850,dvgc74
21/05/2021,vfsx38,staff1,1330,None
21/05/2021,czmw12,staff2,1090,None
21/05/2021,qtez25,staff2,1310,None
21/05/2021,ijfu90,staff1,260,None
21/05/2021,dkhi21,supervisor,4240,gzfk26
21/05/2021,hsyd53,staff1,1250,None
21/05/2021,ijfu90,staff1,3580,dkhi21
21/05/2021,bjyo51,staff1,700,None
21/05/2021,zfvu73,supervisor,4160,yvyl18
21/05/2021,qtez25,staff2,1050,None
21/05/2021,pedi80,staff1,530,None
21/05/2021,qtez25,staff2,340,None
21/05/2021,ijfu90,staff1,1440,None
21/05/2021,czmw12,staff2,1640,None
21/05/2021,qxdm42,staff2,1280,None
21/05/2021,mxxg13,staff2,130,None
21/05/2021,qxdm42,staff2,2210,dkhi21
22/05/2021,wslg61,staff1,1810,None
22/05/2021,dkhi21,supervisor,5170,dvgc74
22/05/2021,okbq74,staff2,740,None
22/05/2021,vfsx38,staff1,1650,None
22/05/2021,cpzx65,staff2,1420,None
22/05/2021,mxxg13,staff2,1420,None
22/05/2021,bjyo51,staff1,1410,None
22/05/2021,ijfu90,staff1,440,None
22/05/2021,qxdm42,staff2,1720,None
22/05/2021,hsyd53,staff1,1020,None
22/05/2021,vfsx38,staff1,340,None
22/05/2021,bjyo51,staff1,650,None
22/05/2021,hsyd53,staff1,90,None
22/05/2021,qhti95,staff1,1690,None
22/05/2021,mxxg13,staff2,1170,None
22/05/2021,okbq74,staff2,1500,None
22/05/2021,pedi80,staff1,290,None
22/05/2021,pedi80,staff1,770,None
22/05/2021,mxxg13,staff2,1160,None
22/05/2021,qtez25,staff2,1210,None
22/05/2021,zfvu73,supervisor,5110,rixd63
22/05/2021,qtez25,staff2,1820,None
22/05/2021,wslg61,staff1,770,None
22/05/2021,czmw12,staff2,690,None
23/05/2021,hsyd53,staff1,100,None
23/05/2021,wslg61,staff1,930,None
23/05/2021,qhti95,staff1,120,None
23/05/2021,dkhi21,supervisor,4880,cicu11
23/05/2021,wslg61,staff1,1330,None
23/05/2021,rofb82,staff2,1800,None
23/05/2021,wslg61,staff1,1730,None
23/05/2021,qhti95,staff1,3080,zfvu73
23/05/2021,okbq74,staff2,2720,dkhi21
23/05/2021,xmdf21,staff2,1560,None
23/05/2021,vfsx38,staff1,1870,None
23/05/2021,czmw12,staff2,1690,None
23/05/2021,xmdf21,staff2,840,None
23/05/2021,qxdm42,staff2,1090,None
23/05/2021,qxdm42,staff2,1970,None
23/05/2021,qtez25,staff2,1240,None
23/05/2021,czmw12,staff2,860,None
23/05/2021,dkhi21,supervisor,4410,uiqh99
23/05/2021,rofb82,staff2,1800,None
23/05/2021,ijfu90,staff1,1700,None
23/05/2021,qxdm42,staff2,1230,None
23/05/2021,vfsx38,staff1,230,None
23/05/2021,hsyd53,staff1,420,None
23/05/2021,zfvu73,supervisor,4550,hxmk48
23/05/2021,czmw12,staff2,1190,None
23/05/2021,rofb82,staff2,1650,None
23/05/2021,zfvu73,supervisor,5720,rixd63
23/05/2021,qxdm42,staff2,1370,None
23/05/2021,qhti95,staff1,3940,dkhi21
24/05/2021,qhti95,staff1,3210,dkhi21
24/05/2021,hsyd53,staff1,1080,None
24/05/2021,okbq74,staff2,660,None
24/05/2021,czmw12,staff2,1890,None
24/05/2021,zfvu73,supervisor,5410,uiqh99
24/05/2021,mxxg13,staff2,2140,zfvu73
24/05/2021,ijfu90,staff1,50,None
24/05/2021,qxdm42,staff2,1330,None
24/05/2021,rofb82,staff2,290,None
24/05/2021,qhti95,staff1,880,None
24/05/2021,pedi80,staff1,1650,None
24/05/2021,qhti95,staff1,190,None
24/05/2021,zfvu73,supervisor,5100,cicu11
24/05/2021,xmdf21,staff2,200,None
24/05/2021,wslg61,staff1,1800,None
24/05/2021,mxxg13,staff2,1610,None
24/05/2021,pedi80,staff1,1840,None
24/05/2021,rofb82,staff2,1460,None
24/05/2021,wslg61,staff1,300,None
24/05/2021,okbq74,staff2,3000,dkhi21
24/05/2021,wslg61,staff1,2010,zfvu73
24/05/2021,vfsx38,staff1,730,None
24/05/2021,ijfu90,staff1,3690,zfvu73
24/05/2021,vfsx38,staff1,1570,None
25/05/2021,pedi80,staff1,2970,dkhi21
25/05/2021,rofb82,staff2,690,None
25/05/2021,cpzx65,staff2,1420,None
25/05/2021,mxxg13,staff2,460,None
25/05/2021,xmdf21,staff2,990,None
25/05/2021,dkhi21,supervisor,5890,rixd63
25/05/2021,okbq74,staff2,1580,None
25/05/2021,cpzx65,staff2,310,None
25/05/2021,okbq74,staff2,1060,None
25/05/2021,bjyo51,staff1,1520,None
25/05/2021,qtez25,staff2,1530,None
25/05/2021,ijfu90,staff1,1050,None
25/05/2021,hsyd53,staff1,390,None
25/05/2021,vfsx38,staff1,980,None
25/05/2021,zfvu73,supervisor,5460,dvgc74
25/05/2021,ijfu90,staff1,30,None
26/05/2021,wslg61,staff1,50,None
26/05/2021,dkhi21,supervisor,5420,cicu11
26/05/2021,okbq74,staff2,260,None
26/05/2021,bjyo51,staff1,770,None
26/05/2021,cpzx65,staff2,1630,None
26/05/2021,dkhi21,supervisor,4870,gzfk26
26/05/2021,bjyo51,staff1,1680,None
26/05/2021,wslg61,staff1,340,None
26/05/2021,mxxg13,staff2,50,None
26/05/2021,pedi80,staff1,40,None
26/05/2021,hsyd53,staff1,1150,None
26/05/2021,bjyo51,staff1,1170,None
26/05/2021,cpzx65,staff2,850,None
26/05/2021,ijfu90,staff1,3020,dkhi21
26/05/2021,ijfu90,staff1,1590,None
26/05/2021,wslg61,staff1,30,None
26/05/2021,dkhi21,supervisor,5080,sezj17
26/05/2021,qtez25,staff2,1630,None
26/05/2021,pedi80,staff1,1320,None
26/05/2021,wslg61,staff1,500,None
27/05/2021,qxdm42,staff2,1770,None
27/05/2021,qxdm42,staff2,1040,None
27/05/2021,hsyd53,staff1,790,None
27/05/2021,hsyd53,staff1,2030,dkhi21
27/05/2021,hsyd53,staff1,1850,None
27/05/2021,mxxg13,staff2,980,None
27/05/2021,qhti95,staff1,600,None
27/05/2021,vfsx38,staff1,240,None
27/05/2021,xmdf21,staff2,1380,None
27/05/2021,vfsx38,staff1,880,None
27/05/2021,qxdm42,staff2,970,None
27/05/2021,zfvu73,supervisor,4910,yvyl18
27/05/2021,cpzx65,staff2,1970,None
27/05/2021,czmw12,staff2,230,None
27/05/2021,mxxg13,staff2,410,None
27/05/2021,ijfu90,staff1,760,None
27/05/2021,qxdm42,staff2,2180,dkhi21
27/05/2021,pedi80,staff1,1910,None
27/05/2021,qxdm42,staff2,1410,None
27/05/2021,bjyo51,staff1,860,None
27/05/2021,czmw12,staff2,1460,None
27/05/2021,okbq74,staff2,110,None
27/05/2021,okbq74,staff2,2080,zfvu73
27/05/2021,hsyd53,staff1,2290,dkhi21
28/05/2021,qhti95,staff1,730,None
28/05/2021,okbq74,staff2,2340,dkhi21
28/05/2021,rofb82,staff2,2470,zfvu73
28/05/2021,qxdm42,staff2,1110,None
28/05/2021,mxxg13,staff2,1760,None
28/05/2021,qtez25,staff2,30,None
28/05/2021,qhti95,staff1,220,None
28/05/2021,qxdm42,staff2,350,None
28/05/2021,qxdm42,staff2,1940,None
28/05/2021,qtez25,staff2,920,None
28/05/2021,zfvu73,supervisor,5270,hxmk48
28/05/2021,pedi80,staff1,2260,dkhi21
28/05/2021,cpzx65,staff2,2350,zfvu73
28/05/2021,rofb82,staff2,1610,None
28/05/2021,wslg61,staff1,800,None
28/05/2021,ijfu90,staff1,1600,None
28/05/2021,ijfu90,staff1,1450,None
28/05/2021,bjyo51,staff1,2670,zfvu73
28/05/2021,vfsx38,staff1,1640,None
28/05/2021,xmdf21,staff2,1330,None
28/05/2021,qhti95,staff1,1190,None
28/05/2021,vfsx38,staff1,2770,dkhi21
28/05/2021,xmdf21,staff2,140,None
28/05/2021,okbq74,staff2,860,None
28/05/2021,cpzx65,staff2,3090,dkhi21
28/05/2021,bjyo51,staff1,2360,dkhi21
28/05/2021,qhti95,staff1,110,None
28/05/2021,rofb82,staff2,30,None
28/05/2021,cpzx65,staff2,610,None
01/06/2021,okbq74,staff2,350,None
01/06/2021,ijfu90,staff1,1810,None
01/06/2021,dkhi21,supervisor,4910,cicu11
01/06/2021,bjyo51,staff1,80,None
01/06/2021,hsyd53,staff1,260,None
01/06/2021,wslg61,staff1,640,None
01/06/2021,cpzx65,staff2,280,None
01/06/2021,mxxg13,staff2,3550,dkhi21
01/06/2021,czmw12,staff2,2600,zfvu73
01/06/2021,mxxg13,staff2,310,None
01/06/2021,czmw12,staff2,300,None
01/06/2021,zfvu73,supervisor,5810,rixd63
01/06/2021,qxdm42,staff2,940,None
01/06/2021,zfvu73,supervisor,6040,rixd63
01/06/2021,cpzx65,staff2,2950,zfvu73
01/06/2021,mxxg13,staff2,290,None
01/06/2021,bjyo51,staff1,760,None
01/06/2021,qhti95,staff1,1200,None
01/06/2021,dkhi21,supervisor,4930,dvgc74
01/06/2021,dkhi21,supervisor,4730,gzfk26
01/06/2021,wslg61,staff1,300,None
02/06/2021,mxxg13,staff2,1950,None
02/06/2021,zfvu73,supervisor,5130,hxmk48
02/06/2021,cpzx65,staff2,370,None
02/06/2021,zfvu73,supervisor,5130,rixd63
02/06/2021,ijfu90,staff1,430,None
02/06/2021,mxxg13,staff2,1080,None
02/06/2021,okbq74,staff2,1750,None
02/06/2021,qhti95,staff1,1220,None
02/06/2021,wslg61,staff1,1670,None
02/06/2021,wslg61,staff1,420,None
02/06/2021,pedi80,staff1,1820,None
02/06/2021,zfvu73,supervisor,4720,yvyl18
02/06/2021,cpzx65,staff2,3790,zfvu73
02/06/2021,zfvu73,supervisor,5290,dvgc74
02/06/2021,bjyo51,staff1,190,None
02/06/2021,vfsx38,staff1,990,None
02/06/2021,wslg61,staff1,2290,zfvu73
02/06/2021,ijfu90,staff1,1990,None
02/06/2021,cpzx65,staff2,1250,None
02/06/2021,xmdf21,staff2,1470,None
02/06/2021,zfvu73,supervisor,4510,uiqh99
02/06/2021,qhti95,staff1,100,None
03/06/2021,ijfu90,staff1,1860,None
03/06/2021,czmw12,staff2,760,None
03/06/2021,qhti95,staff1,420,None
03/06/2021,zfvu73,supervisor,4690,rixd63
03/06/2021,qhti95,staff1,1350,None
03/06/2021,okbq74,staff2,860,None
03/06/2021,bjyo51,staff1,1030,None
03/06/2021,okbq74,staff2,280,None
03/06/2021,bjyo51,staff1,1230,None
03/06/2021,okbq74,staff2,890,None
03/06/2021,vfsx38,staff1,660,None
03/06/2021,qhti95,staff1,1120,None
03/06/2021,xmdf21,staff2,980,None
03/06/2021,cpzx65,staff2,400,None
03/06/2021,qxdm42,staff2,200,None
03/06/2021,qhti95,staff1,1790,None
03/06/2021,wslg61,staff1,790,None
03/06/2021,zfvu73,supervisor,5710,cicu11
03/06/2021,vfsx38,staff1,500,None
03/06/2021,czmw12,staff2,1530,None
03/06/2021,hsyd53,staff1,50,None
03/06/2021,xmdf21,staff2,1500,None
03/06/2021,qxdm42,staff2,2990,dkhi21
03/06/2021,qxdm42,staff2,360,None
03/06/2021,czmw12,staff2,1990,None
03/06/2021,zfvu73,supervisor,4940,sezj17
04/06/2021,mxxg13,staff2,1920,None
04/06/2021,okbq74,staff2,1680,None
04/06/2021,zfvu73,supervisor,4410,cicu11
04/06/2021,qtez25,staff2,3230,zfvu73
04/06/2021,ijfu90,staff1,810,None
04/06/2021,mxxg13,staff2,1880,None
04/06/2021,czmw12,staff2,750,None
04/06/2021,hsyd53,staff1,80,None
04/06/2021,okbq74,staff2,520,None
04/06/2021,zfvu73,supervisor,6080,uiqh99
04/06/2021,dkhi21,supervisor,4930,yvyl18
04/06/2021,mxxg13,staff2,2170,dkhi21
04/06/2021,czmw12,staff2,1630,None
04/06/2021,hsyd53,staff1,840,None
04/06/2021,dkhi21,supervisor,5150,sezj17
04/06/2021,hsyd53,staff1,2280,dkhi21
05/06/2021,qxdm42,staff2,780,None
05/06/2021,bjyo51,staff1,570,None
05/06/2021,ouqd32,supervisor,3390,qebl39
05/06/2021,zfvu73,supervisor,5260,uiqh99
05/06/2021,qtez25,staff2,1270,None
05/06/2021,ijfu90,staff1,2460,zfvu73
05/06/2021,xmdf21,staff2,360,None
05/06/2021,cpzx65,staff2,1270,None
05/06/2021,czmw12,staff2,1310,None
05/06/2021,vfsx38,staff1,640,None
05/06/2021,wslg61,staff1,1430,None
05/06/2021,rofb82,staff2,440,None
05/06/2021,qhti95,staff1,770,None
05/06/2021,czmw12,staff2,1860,None
05/06/2021,pedi80,staff1,1650,None
05/06/2021,dkhi21,supervisor,5840,hxmk48
05/06/2021,qxdm42,staff2,2540,dkhi21
05/06/2021,okbq74,staff2,580,None
05/06/2021,vfsx38,staff1,660,None
05/06/2021,okbq74,staff2,630,None
05/06/2021,cpzx65,staff2,980,None
05/06/2021,rofb82,staff2,2400,zfvu73
05/06/2021,okbq74,staff2,1240,None
05/06/2021,qhti95,staff1,1540,None
05/06/2021,xmdf21,staff2,280,None
05/06/2021,zfvu73,supervisor,5220,uiqh99
05/06/2021,bjyo51,staff1,1850,None
05/06/2021,ijfu90,staff1,1030,None
05/06/2021,zfvu73,supervisor,4440,rixd63
05/06/2021,mxxg13,staff2,2880,dkhi21
05/06/2021,dkhi21,supervisor,4600,cicu11
05/06/2021,qhti95,staff1,1090,None
05/06/2021,qtez25,staff2,1200,None
05/06/2021,pedi80,staff1,1300,None
06/06/2021,czmw12,staff2,2810,zfvu73
06/06/2021,pedi80,staff1,3790,dkhi21
06/06/2021,mxxg13,staff2,530,None
06/06/2021,cpzx65,staff2,1750,None
06/06/2021,okbq74,staff2,1780,None
06/06/2021,hsyd53,staff1,380,None
06/06/2021,hsyd53,staff1,1320,None
06/06/2021,okbq74,staff2,1810,None
06/06/2021,qtez25,staff2,1650,None
06/06/2021,hsyd53,staff1,1840,None
06/06/2021,xmdf21,staff2,70,None
06/06/2021,okbq74,staff2,640,None
06/06/2021,okbq74,staff2,1150,None
06/06/2021,czmw12,staff2,1860,None
06/06/2021,qtez25,staff2,2040,dkhi21
06/06/2021,pedi80,staff1,1950,None
06/06/2021,xmdf21,staff2,50,None
06/06/2021,bjyo51,staff1,1100,None
06/06/2021,vfsx38,staff1,380,None
06/06/2021,mxxg13,staff2,310,None
06/06/2021,okbq74,staff2,460,None
06/06/2021,rofb82,staff2,2160,dkhi21
06/06/2021,qtez25,staff2,1760,None
07/06/2021,xmdf21,staff2,40,None
07/06/2021,xmdf21,staff2,560,None
07/06/2021,mxxg13,staff2,3280,dkhi21
07/06/2021,xmdf21,staff2,250,None
07/06/2021,qxdm42,staff2,2550,dkhi21
07/06/2021,ijfu90,staff1,710,None
